ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
2242,CVE-2019-1995,"In ComposeActivityEmail of ComposeActivityEmail.java, there is a possible way to silently attach files to an email due to a confused deputy. This could lead to local information disclosure, sending files accessible to AOSP Mail to a remote email recipient, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-32589229.",,19-Feb,NULL,2019-02-28T17:29:00.867,2021-07-21T11:39:23.747,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2243,CVE-2019-1996,"In avrc_pars_browse_rsp of avrc_pars_ct.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.0 Android-8.1 Android-9. Android ID: A-111451066.",,19-Feb,NULL,2019-02-28T17:29:00.897,2019-03-01T16:48:33.697,MEDIUM,HIGH,NONE,NONE,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2244,CVE-2019-1997,"In random_get_bytes of random.c, there is a possible degradation of randomness due to an insecure default value. This could lead to local information disclosure via an insecure wireless connection with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-117508900.",,19-Feb,NULL,2019-02-28T17:29:00.943,2019-03-01T16:21:37.117,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-330,The product uses insufficiently random numbers or values in a security context that depends on unpredictable numbers. 
2245,CVE-2019-1998,"In event_handler of keymaster_app.c, there is possible resource exhaustion due to a table being lost on reboot. This could lead to local denial of service that is not fixed by a factory reset, with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-116055338.",,19-Feb,NULL,2019-02-28T17:29:00.960,2020-08-24T17:37:01.140,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2246,CVE-2017-18009,"In OpenCV 3.3.1, a heap-based buffer over-read exists in the function cv::HdrDecoder::checkSignature in modules/imgcodecs/src/grfmt_hdr.cpp.",,19-Feb,NULL,2018-01-01T08:29:00.283,2019-10-03T00:03:26.223,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2247,LVE-SMP-180014,AKA Bypass vulnerability in LTE protocol,"CDMA devices in North America with OS  7.0, 7.1, 7.2, 8.0, 8.1",19-Feb,NULL,29-Nov-18,,Moderate,,,,,,,,,
2248,CVE-2017-8248,"A buffer overflow may occur in the processing of a downlink NAS message in Qualcomm Telephony as used in Apple iPhone 5 and later, iPad 4th generation and later, iPod touch 6th generation.",,19-Jan,NULL,2017-08-16T15:29:00.860,2018-12-07T11:29:22.540,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
2249,CVE-2017-11004,"A non-secure user may be able to access certain registers in snapdragon automobile, snapdragon mobile and snapdragon wear in versions IPQ8074, MDM9206, MDM9607, MDM9635M, MDM9650, MDM9655, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 636, SD 650/52, SD 810, SD 820, SD 820A, SD 835, SDA660, SDM439, SDM630, SDM660, SDX24, Snapdragon_High_Med_2016.",,19-Jan,NULL,2019-01-03T15:29:00.270,2019-10-03T00:03:26.223,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2250,CVE-2017-18141,"When a 3rd party TEE has been loaded it is possible for the non-secure world to create a secure monitor call which will give it access to privileged functions meant to only be accessible from the TEE in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear in versions IPQ8074, MDM9206, MDM9607, MDM9635M, MDM9650, MDM9655, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 636, SD 650/52, SD 810, SD 820, SD 820A, SD 835, SDA660, SDM439, SDM630, SDM660, SDX24, Snapdragon_High_Med_2016.",,19-Jan,NULL,2019-01-03T15:29:00.333,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
2251,CVE-2018-5913,"A non-time constant function memcmp is used which creates a side channel that could leak information in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MDM9150, MDM9206, MDM9607, MDM9625, MDM9635M, MDM9640, MDM9650, MDM9655, MSM8909W, MSM8996AU, QCS405, QCS605, Qualcomm 215, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 632, SD 636, SD 650/52, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 820, SD 820A, SD 835, SD 845 / SD 850, SD 855, SD 8CX, SDA660, SDM439, SDM630, SDM660, Snapdragon_High_Med_2016, SXR1130",,19-Jan,NULL,2019-06-14T17:29:01.767,2019-06-17T19:41:58.850,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-310,"Weaknesses in this category are related to the design and implementation of data confidentiality and integrity. Frequently these deal with the use of encoding techniques, encryption libraries, and hashing algorithms. The weaknesses in this category could lead to a degradation of the quality data if they are not addressed."
2252,CVE-2018-11279,"Lack of check of input size can make device memory get corrupted because of buffer overflow in snapdragon automobile, snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 439 / SD 429, SD 450, SD 615/16/SD 415, SD 625, SD 636, SD 650/52, SD 712 / SD 710 / SD 670, SD 810, SD 820, SD 820A, SD 835, SD 845 / SD 850, SDA660, SDM439, SDM630, SDM660, SDX20, Snapdragon_High_Med_2016, SXR1130",,19-Jan,NULL,2019-01-18T22:29:00.410,2019-01-25T14:24:49.133,HIGH,HIGH,HIGH,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
2253,CVE-2018-9583,"In bta_ag_parse_cmer of bta_ag_cmd.cc in Android-7.0, Android-7.1.1, Android-7.1.2, Android-8.0, Android-8.1 and Android-9, there is a possible out-of-bounds write due to a missing bounds check. This could lead to remote code execution in the bluetooth server with no additional execution privileges needed. User interaction is not needed for exploitation. Android ID: A-112860487.",,19-Jan,NULL,2019-02-11T23:29:00.280,2019-02-14T20:50:37.540,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
2254,CVE-2018-9565,"In readBytes of xltdecwbxml.c, there is a possible out of bounds read due to an integer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-16680558.",,19-Jan,NULL,2018-12-06T14:29:01.737,2020-08-24T17:37:01.140,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-190","The product reads data past the end, or before the beginning, of the intended buffer. ,The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
2255,CVE-2018-10840,Linux kernel is vulnerable to a heap-based buffer overflow in the fs/ext4/xattr.c:ext4_xattr_set_entry() function. An attacker could exploit this by operating on a mounted crafted ext4 image.,,19-Jan,NULL,2018-07-16T20:29:00.377,2023-02-13T04:50:19.603,MEDIUM,HIGH,HIGH,HIGH,LOW,PHYSICAL,LOW,NONE,"CWE-122,CWE-787","A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc(). ,The product writes data past the end, or before the beginning, of the intended buffer. "
2256,CVE-2018-9568,"In sk_clone_lock of sock.c, there is a possible memory corruption due to type confusion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-113509306. References: Upstream kernel.",,19-Jan,NULL,2018-12-06T14:29:01.860,2023-02-24T18:43:19.353,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-704,"The product does not correctly convert an object, resource, or structure from one type to a different type. "
2257,CVE-2018-11960,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, A use after free condition can occur in the SPS driver which can lead to error in kernel.",,19-Jan,NULL,2018-12-20T15:29:02.657,2019-01-09T20:27:16.177,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
2258,CVE-2018-11961,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, Possibility of accessing out of bound vector index When updating some GNSS configurations.",,19-Jan,NULL,2018-12-20T15:29:02.690,2019-01-09T20:29:07.303,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
2259,CVE-2018-11963,"In all android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, Buffer overread may occur due to non-null terminated strings while processing vsprintf in camera jpeg driver.",,19-Jan,NULL,2018-12-20T15:29:02.720,2019-01-09T16:34:19.430,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
2260,CVE-2017-18319,"Information leak in UIM API debug messages in snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 800, SD 810, SD 820, SD 835, Snapdragon_High_Med_2016.",,19-Jan,NULL,2019-01-03T15:29:00.413,2019-01-10T18:54:09.663,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-320, Key Management Errors
2261,CVE-2017-18321,"Security keys used by the terminal and NW for a session could be leaked in snapdragon mobile in versions MDM9650, MDM9655, SD 835, SDA660.",,19-Jan,NULL,2019-01-03T15:29:00.833,2019-01-25T14:57:35.630,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
2262,CVE-2017-18322,"Cryptographic key material leaked in WCDMA debug messages in snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 800, SD 810, SD 820, SD 835, Snapdragon_High_Med_2016.",,19-Jan,NULL,2019-01-03T15:29:00.867,2019-10-03T00:03:26.223,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
2263,CVE-2017-18323,"Cryptographic key material leaked in TDSCDMA RRC debug messages in snapdragon automobile, snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9615, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SDA660, SDX20, SXR1130.",,19-Jan,NULL,2019-01-03T15:29:00.897,2019-01-10T18:19:08.523,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-320, Key Management Errors
2264,CVE-2017-18324,"Cryptographic key material leaked in debug messages - GERAN in snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9645, MDM9650, MDM9655, MSM8909W, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 800, SD 810, SD 820, SD 835, SD 855, SDX24, Snapdragon_High_Med_2016.",,19-Jan,NULL,2019-01-03T15:29:00.927,2019-10-03T00:03:26.223,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
2265,CVE-2017-18327,"Security keys are logged when any WCDMA call is configured or reconfigured in snapdragon automobile, snapdragon mobile and snapdragon wear in versions MDM9607, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 712 / SD 710 / SD 670, SD 820, SD 820A, SD 835, SD 845 / SD 850, SDA660, SDX20, SXR1130.",,19-Jan,NULL,2019-01-03T15:29:00.990,2019-01-10T15:47:22.093,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-310,"Weaknesses in this category are related to the design and implementation of data confidentiality and integrity. Frequently these deal with the use of encoding techniques, encryption libraries, and hashing algorithms. The weaknesses in this category could lead to a degradation of the quality data if they are not addressed."
2266,CVE-2017-18331,"Improper access control on secure display buffers in snapdragon automobile, snapdragon mobile and snapdragon wear in versions MDM9206, MDM9607, MDM9650, MSM8996AU, SD 210/SD 212/SD 205, SD 820, SD 820A, SD 835, SDA660",,19-Jan,NULL,2019-01-18T22:29:00.287,2019-10-03T00:03:26.223,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
